RegionName,ParkName,ParkType,Year,TRV
Midwest  Region,Cuyahoga Valley NP,National Park,1909,
Midwest  Region,Cuyahoga Valley NP,National Park,1908,
Midwest  Region,Cuyahoga Valley NP,National Park,1907,
Midwest  Region,Cuyahoga Valley NP,National Park,1906,
Midwest  Region,Cuyahoga Valley NP,National Park,1905,
Midwest  Region,Cuyahoga Valley NP,National Park,1904,
Midwest  Region,Gateway Arch NP,National Park,2022,"1,618,774"
Midwest  Region,Gateway Arch NP,National Park,2021,"1,145,081"
Midwest  Region,Gateway Arch NP,National Park,2020,"486,021"
Midwest  Region,Gateway Arch NP,National Park,2019,"2,055,309"
Midwest  Region,Gateway Arch NP,National Park,2018,"2,016,180"
Midwest  Region,Gateway Arch NP,National Park,2017,"1,398,188"
Midwest  Region,Gateway Arch NP,National Park,2016,"1,271,855"
Midwest  Region,Gateway Arch NP,National Park,2015,"1,698,656"
Midwest  Region,Gateway Arch NP,National Park,2014,"1,817,091"
Midwest  Region,Gateway Arch NP,National Park,2013,"2,377,258"
Midwest  Region,Gateway Arch NP,National Park,2012,"2,496,726"
Midwest  Region,Gateway Arch NP,National Park,2011,"2,259,020"
Midwest  Region,Gateway Arch NP,National Park,2010,"2,436,110"
Midwest  Region,Gateway Arch NP,National Park,2009,"2,360,109"
Midwest  Region,Gateway Arch NP,National Park,2008,"1,954,810"
Midwest  Region,Gateway Arch NP,National Park,2007,"2,385,387"
Midwest  Region,Gateway Arch NP,National Park,2006,"2,572,072"
Midwest  Region,Gateway Arch NP,National Park,2005,"2,944,976"
Midwest  Region,Gateway Arch NP,National Park,2004,"2,779,350"
Midwest  Region,Gateway Arch NP,National Park,2003,"2,685,219"
Midwest  Region,Gateway Arch NP,National Park,2002,"3,333,454"
Midwest  Region,Gateway Arch NP,National Park,2001,"3,532,524"
Midwest  Region,Gateway Arch NP,National Park,2000,"3,458,956"
Midwest  Region,Gateway Arch NP,National Park,1999,"3,481,042"
Midwest  Region,Gateway Arch NP,National Park,1998,"3,420,352"
Midwest  Region,Gateway Arch NP,National Park,1997,"3,420,076"
Midwest  Region,Gateway Arch NP,National Park,1996,"3,649,308"
Midwest  Region,Gateway Arch NP,National Park,1995,"3,234,977"
Midwest  Region,Gateway Arch NP,National Park,1994,"2,553,696"
Midwest  Region,Gateway Arch NP,National Park,1993,"2,539,740"
Midwest  Region,Gateway Arch NP,National Park,1992,"2,415,514"
Midwest  Region,Gateway Arch NP,National Park,1991,"2,622,425"
Midwest  Region,Gateway Arch NP,National Park,1990,"2,382,612"
Midwest  Region,Gateway Arch NP,National Park,1989,"2,518,712"
Midwest  Region,Gateway Arch NP,National Park,1988,"2,477,458"
Midwest  Region,Gateway Arch NP,National Park,1987,"2,364,694"
Midwest  Region,Gateway Arch NP,National Park,1986,"2,311,147"
Midwest  Region,Gateway Arch NP,National Park,1985,"2,140,316"
Midwest  Region,Gateway Arch NP,National Park,1984,"1,709,993"
Midwest  Region,Gateway Arch NP,National Park,1983,"2,948,022"
Midwest  Region,Gateway Arch NP,National Park,1982,"2,967,323"
Midwest  Region,Gateway Arch NP,National Park,1981,"2,282,261"
Midwest  Region,Gateway Arch NP,National Park,1980,"1,928,825"
Midwest  Region,Gateway Arch NP,National Park,1979,"1,859,431"
Midwest  Region,Gateway Arch NP,National Park,1978,"2,654,768"
Midwest  Region,Gateway Arch NP,National Park,1977,"3,490,600"
Midwest  Region,Gateway Arch NP,National Park,1976,"3,337,700"
Midwest  Region,Gateway Arch NP,National Park,1975,"2,191,000"
Midwest  Region,Gateway Arch NP,National Park,1974,"2,197,200"
Midwest  Region,Gateway Arch NP,National Park,1973,"3,056,600"
Midwest  Region,Gateway Arch NP,National Park,1972,"2,495,951"
Midwest  Region,Gateway Arch NP,National Park,1971,"1,412,400"
Midwest  Region,Gateway Arch NP,National Park,1970,"1,388,600"
Midwest  Region,Gateway Arch NP,National Park,1969,"1,993,800"
Midwest  Region,Gateway Arch NP,National Park,1968,"2,019,800"
Midwest  Region,Gateway Arch NP,National Park,1967,"2,134,900"
Midwest  Region,Gateway Arch NP,National Park,1966,"4,616,000"
Midwest  Region,Gateway Arch NP,National Park,1965,"3,013,800"
Midwest  Region,Gateway Arch NP,National Park,1964,"282,700"
Midwest  Region,Gateway Arch NP,National Park,1963,"250,000"
Midwest  Region,Gateway Arch NP,National Park,1962,"94,100"
Midwest  Region,Gateway Arch NP,National Park,1961,"63,600"
Midwest  Region,Gateway Arch NP,National Park,1960,"48,500"
Midwest  Region,Gateway Arch NP,National Park,1959,"29,800"
Midwest  Region,Gateway Arch NP,National Park,1958,"31,900"
Midwest  Region,Gateway Arch NP,National Park,1957,"30,000"
Midwest  Region,Gateway Arch NP,National Park,1956,"36,300"
Midwest  Region,Gateway Arch NP,National Park,1955,"28,500"
Midwest  Region,Gateway Arch NP,National Park,1954,"23,700"
Midwest  Region,Gateway Arch NP,National Park,1953,"26,124"
Midwest  Region,Gateway Arch NP,National Park,1952,"21,674"
Midwest  Region,Gateway Arch NP,National Park,1951,"22,719"
Midwest  Region,Gateway Arch NP,National Park,1950,"27,051"
Midwest  Region,Gateway Arch NP,National Park,1949,"24,923"
Midwest  Region,Gateway Arch NP,National Park,1948,"28,903"
Midwest  Region,Gateway Arch NP,National Park,1947,"24,485"
Midwest  Region,Gateway Arch NP,National Park,1946,"29,109"
Midwest  Region,Gateway Arch NP,National Park,1945,"35,899"
Midwest  Region,Gateway Arch NP,National Park,1944,"31,025"
Midwest  Region,Gateway Arch NP,National Park,1943,"34,149"
Midwest  Region,Gateway Arch NP,National Park,1942,"12,154"
Midwest  Region,Gateway Arch NP,National Park,1941,0
Midwest  Region,Gateway Arch NP,National Park,1940,
Midwest  Region,Gateway Arch NP,National Park,1939,
Midwest  Region,Gateway Arch NP,National Park,1938,
Midwest  Region,Gateway Arch NP,National Park,1937,
Midwest  Region,Gateway Arch NP,National Park,1936,
Midwest  Region,Gateway Arch NP,National Park,1935,
Midwest  Region,Gateway Arch NP,National Park,1934,
Midwest  Region,Gateway Arch NP,National Park,1933,
Midwest  Region,Gateway Arch NP,National Park,1932,
Midwest  Region,Gateway Arch NP,National Park,1931,
Midwest  Region,Gateway Arch NP,National Park,1930,
Midwest  Region,Gateway Arch NP,National Park,1929,
Midwest  Region,Gateway Arch NP,National Park,1928,
Midwest  Region,Gateway Arch NP,National Park,1927,
Midwest  Region,Gateway Arch NP,National Park,1926,
Midwest  Region,Gateway Arch NP,National Park,1925,
Midwest  Region,Gateway Arch NP,National Park,1924,
Midwest  Region,Gateway Arch NP,National Park,1923,
Midwest  Region,Gateway Arch NP,National Park,1922,
Midwest  Region,Gateway Arch NP,National Park,1921,
Midwest  Region,Gateway Arch NP,National Park,1920,
Midwest  Region,Gateway Arch NP,National Park,1919,
Midwest  Region,Gateway Arch NP,National Park,1918,
Midwest  Region,Gateway Arch NP,National Park,1917,
Midwest  Region,Gateway Arch NP,National Park,1916,
Midwest  Region,Gateway Arch NP,National Park,1915,
Midwest  Region,Gateway Arch NP,National Park,1914,
Midwest  Region,Gateway Arch NP,National Park,1913,
Midwest  Region,Gateway Arch NP,National Park,1912,
Midwest  Region,Gateway Arch NP,National Park,1911,
Midwest  Region,Gateway Arch NP,National Park,1910,
Midwest  Region,Gateway Arch NP,National Park,1909,
Midwest  Region,Gateway Arch NP,National Park,1908,
Midwest  Region,Gateway Arch NP,National Park,1907,
Midwest  Region,Gateway Arch NP,National Park,1906,
Midwest  Region,Gateway Arch NP,National Park,1905,
Midwest  Region,Gateway Arch NP,National Park,1904,
Midwest  Region,Hot Springs NP,National Park,2022,"2,646,133"
Midwest  Region,Hot Springs NP,National Park,2021,"2,162,884"
Midwest  Region,Hot Springs NP,National Park,2020,"1,348,215"
Midwest  Region,Hot Springs NP,National Park,2019,"1,467,153"
Midwest  Region,Hot Springs NP,National Park,2018,"1,506,887"
Midwest  Region,Hot Springs NP,National Park,2017,"1,561,616"
Midwest  Region,Hot Springs NP,National Park,2016,"1,544,300"
Midwest  Region,Hot Springs NP,National Park,2015,"1,418,162"
Midwest  Region,Hot Springs NP,National Park,2014,"1,424,484"
Midwest  Region,Hot Springs NP,National Park,2013,"1,325,719"
Midwest  Region,Hot Springs NP,National Park,2012,"1,302,505"
Midwest  Region,Hot Springs NP,National Park,2011,"1,396,354"
Midwest  Region,Hot Springs NP,National Park,2010,"1,311,807"
Midwest  Region,Hot Springs NP,National Park,2009,"1,284,707"
Midwest  Region,Hot Springs NP,National Park,2008,"1,238,147"
Midwest  Region,Hot Springs NP,National Park,2007,"1,300,152"
Midwest  Region,Hot Springs NP,National Park,2006,"1,273,456"
Midwest  Region,Hot Springs NP,National Park,2005,"1,340,160"
Midwest  Region,Hot Springs NP,National Park,2004,"1,418,735"
Midwest  Region,Hot Springs NP,National Park,2003,"1,561,311"
Midwest  Region,Hot Springs NP,National Park,2002,"1,440,227"
Midwest  Region,Hot Springs NP,National Park,2001,"1,296,786"
Midwest  Region,Hot Springs NP,National Park,2000,"1,338,156"
Midwest  Region,Hot Springs NP,National Park,1999,"1,384,469"
Midwest  Region,Hot Springs NP,National Park,1998,"1,495,993"
Midwest  Region,Hot Springs NP,National Park,1997,"1,509,596"
Midwest  Region,Hot Springs NP,National Park,1996,"1,538,105"
Midwest  Region,Hot Springs NP,National Park,1995,"1,617,077"
Midwest  Region,Hot Springs NP,National Park,1994,"1,618,847"
Midwest  Region,Hot Springs NP,National Park,1993,"1,477,299"
Midwest  Region,Hot Springs NP,National Park,1992,"1,504,013"
Midwest  Region,Hot Springs NP,National Park,1991,"1,203,929"
Midwest  Region,Hot Springs NP,National Park,1990,"1,123,175"
Midwest  Region,Hot Springs NP,National Park,1989,"1,272,771"
Midwest  Region,Hot Springs NP,National Park,1988,"1,185,772"
Midwest  Region,Hot Springs NP,National Park,1987,"1,101,242"
Midwest  Region,Hot Springs NP,National Park,1986,"1,175,170"
Midwest  Region,Hot Springs NP,National Park,1985,"1,112,764"
Midwest  Region,Hot Springs NP,National Park,1984,"1,071,853"
Midwest  Region,Hot Springs NP,National Park,1983,"1,160,008"
Midwest  Region,Hot Springs NP,National Park,1982,"1,015,580"
Midwest  Region,Hot Springs NP,National Park,1981,"1,177,911"
Midwest  Region,Hot Springs NP,National Park,1980,"1,160,588"
Midwest  Region,Hot Springs NP,National Park,1979,"1,118,800"
Midwest  Region,Hot Springs NP,National Park,1978,"1,229,206"
Midwest  Region,Hot Springs NP,National Park,1977,"1,127,000"
Midwest  Region,Hot Springs NP,National Park,1976,"1,117,900"
Midwest  Region,Hot Springs NP,National Park,1975,"1,351,000"
Midwest  Region,Hot Springs NP,National Park,1974,"1,631,400"
Midwest  Region,Hot Springs NP,National Park,1973,"1,768,300"
Midwest  Region,Hot Springs NP,National Park,1972,"1,974,038"
Midwest  Region,Hot Springs NP,National Park,1971,"1,824,400"
Midwest  Region,Hot Springs NP,National Park,1970,"2,092,400"
Midwest  Region,Hot Springs NP,National Park,1969,"1,852,300"
Midwest  Region,Hot Springs NP,National Park,1968,"1,913,900"
Midwest  Region,Hot Springs NP,National Park,1967,"1,981,300"
Midwest  Region,Hot Springs NP,National Park,1966,"1,763,700"
Midwest  Region,Hot Springs NP,National Park,1965,"1,809,400"
Midwest  Region,Hot Springs NP,National Park,1964,"1,787,300"
Midwest  Region,Hot Springs NP,National Park,1963,"1,870,600"
Midwest  Region,Hot Springs NP,National Park,1962,"1,874,000"
Midwest  Region,Hot Springs NP,National Park,1961,"891,300"
Midwest  Region,Hot Springs NP,National Park,1960,"719,100"
Midwest  Region,Hot Springs NP,National Park,1959,"404,700"
Midwest  Region,Hot Springs NP,National Park,1958,"384,800"
Midwest  Region,Hot Springs NP,National Park,1957,"363,500"
Midwest  Region,Hot Springs NP,National Park,1956,"382,100"
Midwest  Region,Hot Springs NP,National Park,1955,"372,600"
Midwest  Region,Hot Springs NP,National Park,1954,"363,100"
Midwest  Region,Hot Springs NP,National Park,1953,"338,828"
Midwest  Region,Hot Springs NP,National Park,1952,"326,016"
Midwest  Region,Hot Springs NP,National Park,1951,"307,426"
Midwest  Region,Hot Springs NP,National Park,1950,"294,955"
Midwest  Region,Hot Springs NP,National Park,1949,"314,949"
Midwest  Region,Hot Springs NP,National Park,1948,"304,021"
Midwest  Region,Hot Springs NP,National Park,1947,"300,820"
Midwest  Region,Hot Springs NP,National Park,1946,"288,275"
Midwest  Region,Hot Springs NP,National Park,1945,"278,626"
Midwest  Region,Hot Springs NP,National Park,1944,"254,834"
Midwest  Region,Hot Springs NP,National Park,1943,"195,842"
Midwest  Region,Hot Springs NP,National Park,1942,"166,661"
Midwest  Region,Hot Springs NP,National Park,1941,"208,107"
Midwest  Region,Hot Springs NP,National Park,1940,"182,583"
Midwest  Region,Hot Springs NP,National Park,1939,"178,755"
Midwest  Region,Hot Springs NP,National Park,1938,"121,909"
Midwest  Region,Hot Springs NP,National Park,1937,"185,935"
Midwest  Region,Hot Springs NP,National Park,1936,"273,083"
Midwest  Region,Hot Springs NP,National Park,1935,"247,387"
Midwest  Region,Hot Springs NP,National Park,1934,"205,565"
Midwest  Region,Hot Springs NP,National Park,1933,"151,638"
Midwest  Region,Hot Springs NP,National Park,1932,"201,762"
Midwest  Region,Hot Springs NP,National Park,1931,"153,394"
Midwest  Region,Hot Springs NP,National Park,1930,"167,062"
Midwest  Region,Hot Springs NP,National Park,1929,"184,517"
Midwest  Region,Hot Springs NP,National Park,1928,"199,099"
Midwest  Region,Hot Springs NP,National Park,1927,"181,523"
Midwest  Region,Hot Springs NP,National Park,1926,"260,000"
Midwest  Region,Hot Springs NP,National Park,1925,"265,500"
Midwest  Region,Hot Springs NP,National Park,1924,"164,175"
Midwest  Region,Hot Springs NP,National Park,1923,"112,000"
Midwest  Region,Hot Springs NP,National Park,1922,"106,164"
Midwest  Region,Hot Springs NP,National Park,1921,"130,968"
Midwest  Region,Hot Springs NP,National Park,1920,"162,850"
Midwest  Region,Hot Springs NP,National Park,1919,"160,490"
Midwest  Region,Hot Springs NP,National Park,1918,"140,000"
Midwest  Region,Hot Springs NP,National Park,1917,"135,000"
Midwest  Region,Hot Springs NP,National Park,1916,"118,740"
Midwest  Region,Hot Springs NP,National Park,1915,"115,000"
Midwest  Region,Hot Springs NP,National Park,1914,"125,000"
Midwest  Region,Hot Springs NP,National Park,1913,"135,000"
Midwest  Region,Hot Springs NP,National Park,1912,"135,000"
Midwest  Region,Hot Springs NP,National Park,1911,"130,000"
Midwest  Region,Hot Springs NP,National Park,1910,"120,000"
Midwest  Region,Hot Springs NP,National Park,1909,
Midwest  Region,Hot Springs NP,National Park,1908,
Midwest  Region,Hot Springs NP,National Park,1907,
Midwest  Region,Hot Springs NP,National Park,1906,
Midwest  Region,Hot Springs NP,National Park,1905,"109,000"
Midwest  Region,Hot Springs NP,National Park,1904,"101,000"
Midwest  Region,Indiana Dunes NP,National Park,2022,"2,834,180"
Midwest  Region,Indiana Dunes NP,National Park,2021,"3,177,210"
Midwest  Region,Indiana Dunes NP,National Park,2020,"2,293,106"
Midwest  Region,Indiana Dunes NP,National Park,2019,"2,134,285"
Midwest  Region,Indiana Dunes NP,National Park,2018,"1,756,079"
Midwest  Region,Indiana Dunes NP,National Park,2017,"2,158,471"
Midwest  Region,Indiana Dunes NP,National Park,2016,"1,698,223"
Midwest  Region,Indiana Dunes NP,National Park,2015,"1,640,195"
Midwest  Region,Indiana Dunes NP,National Park,2014,"1,553,372"
Midwest  Region,Indiana Dunes NP,National Park,2013,"1,681,695"
Midwest  Region,Indiana Dunes NP,National Park,2012,"1,889,381"
Midwest  Region,Indiana Dunes NP,National Park,2011,"1,840,513"
Midwest  Region,Indiana Dunes NP,National Park,2010,"2,150,345"
Midwest  Region,Indiana Dunes NP,National Park,2009,"1,944,568"
Midwest  Region,Indiana Dunes NP,National Park,2008,"1,833,596"
Midwest  Region,Indiana Dunes NP,National Park,2007,"1,972,344"
Midwest  Region,Indiana Dunes NP,National Park,2006,"1,938,132"
Midwest  Region,Indiana Dunes NP,National Park,2005,"2,127,336"
Midwest  Region,Indiana Dunes NP,National Park,2004,"1,810,330"
Midwest  Region,Indiana Dunes NP,National Park,2003,"1,953,449"
Midwest  Region,Indiana Dunes NP,National Park,2002,"1,989,941"
Midwest  Region,Indiana Dunes NP,National Park,2001,"1,735,404"
Midwest  Region,Indiana Dunes NP,National Park,2000,"1,820,228"
Midwest  Region,Indiana Dunes NP,National Park,1999,"1,748,047"
Midwest  Region,Indiana Dunes NP,National Park,1998,"2,108,789"
Midwest  Region,Indiana Dunes NP,National Park,1997,"1,483,782"
Midwest  Region,Indiana Dunes NP,National Park,1996,"1,526,166"
Midwest  Region,Indiana Dunes NP,National Park,1995,"1,696,488"
Midwest  Region,Indiana Dunes NP,National Park,1994,"1,699,958"
Midwest  Region,Indiana Dunes NP,National Park,1993,"1,763,094"
Midwest  Region,Indiana Dunes NP,National Park,1992,"1,973,098"
Midwest  Region,Indiana Dunes NP,National Park,1991,"2,058,801"
Midwest  Region,Indiana Dunes NP,National Park,1990,"1,919,901"
Midwest  Region,Indiana Dunes NP,National Park,1989,"1,791,902"
Midwest  Region,Indiana Dunes NP,National Park,1988,"1,885,376"
Midwest  Region,Indiana Dunes NP,National Park,1987,"1,576,238"
Midwest  Region,Indiana Dunes NP,National Park,1986,"1,676,583"
